职位,城市,经验,学历,工资水平
开发工程师,北京,3-4年经验,本科,15000.0
其他,上海,3-4年经验,本科,30000.0
其他,大连,在校生\/应届生,大专,3750.0
其他,重庆,1年经验,大专,5500.0
开发工程师,上海,2年经验,本科,12500.0
其他,广州,在校生\/应届生,本科,12500.0
开发工程师,上海,3-4年经验,本科,12500.0
开发工程师,深圳,2年经验,本科,15000.0
其他,苏州,在校生\/应届生,本科,7500.0
其他,深圳,5-7年经验,本科,30000.0
开发工程师,广州,1年经验,本科,9000.0
测试,上海,3-4年经验,本科,12500.0
开发工程师,常州,3-4年经验,本科,14000.0
其他,北京,2年经验,本科,12500.0
其他,南京,2年经验,本科,12500.0
开发工程师,南宁,3-4年经验,大专,9000.0
其他,上海,无需经验,本科,12500.0
数据分析,上海,在校生\/应届生,本科,12500.0
开发工程师,上海,2年经验,本科,10500.0
开发工程师,上海,5-7年经验,大专,19000.0
开发工程师,异地招聘,1年经验,本科,5250.0
其他,深圳,无需经验,,6500.0
其他,苏州,2年经验,本科,12500.0
讲师,贵阳,在校生\/应届生,本科,9000.0
其他,上海,2年经验,本科,
开发工程师,北京,2年经验,本科,20000.0
开发工程师,广州,3-4年经验,本科,22500.0
其他,深圳,2年经验,大专,17500.0
开发工程师,广州,3-4年经验,大专,12500.0
其他,深圳,1年经验,本科,12000.0
开发工程师,昆明,1年经验,大专,10416.666666666668
开发工程师,武汉,3-4年经验,本科,9500.0
开发工程师,成都,无需经验,,3750.0
开发工程师,广州,3-4年经验,本科,18500.0
开发工程师,上海,2年经验,大专,12500.0
开发工程师,西安,在校生\/应届生,本科,5250.0
开发工程师,西安,3-4年经验,本科,7000.0
开发工程师,广州,3-4年经验,本科,12500.0
开发工程师,上海,2年经验,大专,12500.0
开发工程师,深圳,8-9年经验,大专,20000.0
开发工程师,广州,1年经验,本科,9500.0
开发工程师,上海,2年经验,本科,15000.0
开发工程师,苏州,2年经验,本科,12500.0
开发工程师,上海,2年经验,本科,12500.0
开发工程师,异地招聘,2年经验,本科,22500.0
其他,成都,1年经验,本科,12000.0
开发工程师,上海,3-4年经验,本科,22500.0
开发工程师,西安,1年经验,本科,5250.0
开发工程师,深圳,3-4年经验,本科,25000.0
其他,深圳,2年经验,本科,12500.0
其他,合肥,2年经验,大专,9000.0
开发工程师,北京,3-4年经验,本科,22500.0
开发工程师,西安,3-4年经验,本科,12500.0
开发工程师,异地招聘,无需经验,本科,9000.0
其他,常德,2年经验,大专,7000.0
其他,昆山,3-4年经验,本科,12500.0
其他,深圳,3-4年经验,大专,17500.0
开发工程师,上海,3-4年经验,本科,22500.0
开发工程师,深圳,1年经验,本科,15000.0
开发工程师,苏州,3-4年经验,本科,16000.0
其他,南京,3-4年经验,本科,12500.0
开发工程师,福州,1年经验,大专,7000.0
开发工程师,深圳,5-7年经验,大专,17500.0
其他,深圳,3-4年经验,本科,17500.0
开发工程师,佛山,3-4年经验,本科,12500.0
其他,南京,1年经验,本科,6500.0
开发工程师,上海,5-7年经验,本科,32500.0
开发工程师,武汉,3-4年经验,本科,12500.0
开发工程师,西安,2年经验,本科,10500.0
开发工程师,深圳,3-4年经验,本科,17500.0
其他,上海,8-9年经验,本科,32500.0
其他,广州,2年经验,本科,11000.0
其他,成都,5-7年经验,本科,15500.0
开发工程师,广州,2年经验,本科,11500.0
开发工程师,上海,2年经验,本科,15000.0
开发工程师,武汉,在校生\/应届生,本科,6500.0
开发工程师,上海,2年经验,本科,15000.0
讲师,长沙,1年经验,大专,8500.0
其他,深圳,2年经验,大专,7000.0
开发工程师,北京,2年经验,大专,12500.0
开发工程师,长沙,无需经验,大专,5250.0
开发工程师,异地招聘,3-4年经验,本科,12500.0
开发工程师,北京,3-4年经验,本科,22500.0
开发工程师,杭州,3-4年经验,本科,13500.0
讲师,长沙,在校生\/应届生,本科,7500.0
开发工程师,北京,3-4年经验,大专,12500.0
开发工程师,上海,3-4年经验,大专,17500.0
其他,成都,3-4年经验,大专,25000.0
开发工程师,北京,2年经验,大专,12500.0
开发工程师,济南,2年经验,本科,9000.0
开发工程师,上海,2年经验,大专,10000.0
开发工程师,南昌,2年经验,大专,9000.0
讲师,成都,3-4年经验,大专,
算法,济南,在校生\/应届生,本科,6500.0
开发工程师,北京,3-4年经验,本科,12500.0
开发工程师,惠州,招2人,,12500.0
开发工程师,南京,3-4年经验,大专,12500.0
其他,广州,3-4年经验,本科,12000.0
开发工程师,北京,1年经验,本科,10500.0
其他,成都,1年经验,本科,11500.0
其他,长沙,1年经验,本科,11500.0
开发工程师,异地招聘,3-4年经验,本科,11500.0
讲师,西安,1年经验,本科,8000.0
开发工程师,深圳,3-4年经验,本科,15000.0
开发工程师,深圳,3-4年经验,大专,17500.0
开发工程师,上海,2年经验,本科,11500.0
开发工程师,北京,3-4年经验,硕士,22500.0
其他,上海,1年经验,硕士,30000.0
算法,成都,1年经验,本科,17500.0
其他,佛山,5-7年经验,硕士,27083.333333333336
其他,杭州,3-4年经验,本科,
数据分析,上海,2年经验,本科,17500.0
算法,深圳,3-4年经验,本科,30000.0
其他,无锡,在校生\/应届生,本科,3750.0
其他,上海,3-4年经验,,
架构师,西安,无需经验,博士,41666.66666666667
其他,上海,2年经验,本科,11000.0
开发工程师,上海,2年经验,本科,20000.0
算法,北京,本科,本科,
其他,沈阳,硕士,硕士,
其他,太原,本科,本科,
运维,呼和浩特,本科,本科,
其他,乌鲁木齐,本科,本科,
测试,武汉,5-7年经验,大专,12500.0
开发工程师,广州,在校生\/应届生,本科,15500.0
开发工程师,成都,3-4年经验,本科,17500.0
其他,上海,5-7年经验,本科,20000.0
其他,广州,在校生\/应届生,本科,7000.0
运维,昆山,无需经验,本科,7000.0
其他,上海,在校生\/应届生,大专,22500.0
开发工程师,上海,3-4年经验,本科,12500.0
其他,上海,本科,本科,
其他,武汉,2年经验,本科,9500.0
开发工程师,上海,本科,本科,
其他,武汉,无需经验,本科,6500.0
算法,广州,3-4年经验,硕士,25000.0
其他,深圳,3-4年经验,大专,30000.0
开发工程师,广州,本科,本科,
开发工程师,北京,5-7年经验,本科,22500.0
开发工程师,广州,2年经验,本科,9000.0
其他,上海,3-4年经验,大专,15000.0
开发工程师,深圳,5-7年经验,本科,17500.0
开发工程师,北京,3-4年经验,本科,12500.0
数据分析,广州,3-4年经验,本科,17500.0
运维,武汉,本科,本科,
测试,南昌,3-4年经验,大专,12500.0
其他,上海,8-9年经验,本科,45000.0
开发工程师,成都,3-4年经验,本科,15000.0
其他,青岛,无需经验,大专,5250.0
运维,惠州,3-4年经验,大专,15000.0
其他,上海,2年经验,硕士,13000.0
运维,上海,3-4年经验,本科,14500.0
运维,上海,5-7年经验,本科,
算法,北京,3-4年经验,本科,22500.0
开发工程师,异地招聘,2年经验,大专,7500.0
运维,上海,2年经验,大专,20000.0
测试,上海,2年经验,本科,27500.0
其他,珠海,5-7年经验,本科,19500.0
开发工程师,杭州,3-4年经验,本科,9000.0
其他,上海,无需经验,本科,30500.0
其他,北京,3-4年经验,大专,16500.0
架构师,武汉,5-7年经验,本科,22500.0
其他,深圳,2年经验,高中,7000.0
讲师,长沙,3-4年经验,本科,13500.0
开发工程师,广州,3-4年经验,大专,17500.0
其他,深圳,3-4年经验,本科,17500.0
其他,上海,3-4年经验,本科,15000.0
开发工程师,上海,1年经验,本科,15000.0
其他,合肥,3-4年经验,大专,12000.0
其他,南京,在校生\/应届生,本科,
其他,安徽省,博士,博士,27500.0
主管,南京,硕士,硕士,
测试,南京,本科,本科,
其他,南京,本科,本科,
测试,上海,1年经验,本科,10500.0
算法,南京,硕士,硕士,
测试,南京,5-7年经验,本科,
其他,南京,本科,本科,
其他,南京,本科,本科,
其他,南京,硕士,硕士,
其他,南京,硕士,硕士,
开发工程师,南京,本科,本科,
开发工程师,深圳,3-4年经验,大专,15000.0
开发工程师,深圳,3-4年经验,本科,12500.0
其他,武汉,3-4年经验,本科,7500.0
算法,成都,2年经验,本科,7000.0
其他,武汉,3-4年经验,大专,9500.0
测试,苏州,在校生\/应届生,本科,17500.0
其他,广州,5-7年经验,大专,27500.0
测试,上海,3-4年经验,本科,12500.0
测试,上海,3-4年经验,本科,24000.0
运维,广州,5-7年经验,本科,21500.0
开发工程师,上海,2年经验,大专,11000.0
算法,武汉,2年经验,博士,15500.0
测试,杭州,5-7年经验,本科,29166.666666666668
测试,深圳,3-4年经验,本科,11500.0
其他,哈尔滨,1年经验,本科,5500.0
其他,无锡,1年经验,硕士,17500.0
开发工程师,成都,2年经验,本科,12500.0
数据分析,上海,1年经验,本科,8000.0
测试,上海,3-4年经验,本科,17500.0
开发工程师,青岛,1年经验,本科,8000.0
其他,深圳,无需经验,大专,9000.0
其他,福州,1年经验,本科,6000.0
测试,杭州,3-4年经验,本科,17000.0
其他,扬州,3-4年经验,本科,12500.0
开发工程师,广州,5-7年经验,大专,12500.0
运维,贵阳,1年经验,大专,6000.0
其他,上海,3-4年经验,本科,12500.0
其他,成都,1年经验,大专,7000.0
运维,上海,大专,大专,12500.0
其他,上海,1年经验,大专,8000.0
测试,贵阳,在校生\/应届生,本科,12500.0
开发工程师,杭州,2年经验,本科,7000.0
测试,深圳,3-4年经验,本科,17500.0
其他,深圳,硕士,硕士,
运维,南京,3-4年经验,本科,8000.0
测试,重庆,3-4年经验,本科,9000.0
数据分析,广州,1年经验,本科,20000.0
其他,上海,3-4年经验,大专,22500.0
运维,异地招聘,3-4年经验,大专,12500.0
开发工程师,北京,3-4年经验,本科,12500.0
开发工程师,杭州,3-4年经验,本科,17500.0
运维,苏州,3-4年经验,大专,10500.0
运维,上海,2年经验,本科,9000.0
其他,宁波,3-4年经验,本科,10500.0
算法,南京,2年经验,本科,25000.0
测试,上海,3-4年经验,本科,12500.0
开发工程师,深圳,3-4年经验,本科,20000.0
其他,成都,3-4年经验,本科,15000.0
其他,上海,5-7年经验,本科,17500.0
开发工程师,上海,1年经验,大专,8500.0
运维,武汉,2年经验,大专,6000.0
讲师,广州,3-4年经验,本科,7000.0
测试,深圳,2年经验,大专,9000.0
其他,广州,3-4年经验,本科,12500.0
讲师,杭州,1年经验,本科,9000.0
测试,上海,1年经验,本科,9500.0
数据分析,广州,2年经验,本科,11000.0
主管,佛山,2年经验,本科,7500.0
讲师,武汉,在校生\/应届生,本科,7000.0
运维,沈阳,3-4年经验,本科,11000.0
开发工程师,北京,2年经验,本科,12500.0
数据分析,广州,1年经验,大专,5250.0
开发工程师,深圳,5-7年经验,本科,17500.0
开发工程师,武汉,3-4年经验,本科,9000.0
测试,武汉,2年经验,本科,8000.0
开发工程师,北京,3-4年经验,大专,20000.0
开发工程师,上海,3-4年经验,大专,16000.0
开发工程师,上海,3-4年经验,本科,12500.0
开发工程师,兰州,3-4年经验,本科,7000.0
开发工程师,宜昌,2年经验,大专,6000.0
开发工程师,上海,5-7年经验,本科,15500.0
开发工程师,深圳,3-4年经验,本科,11500.0
其他,北京,5-7年经验,本科,32500.0
开发工程师,南京,在校生\/应届生,大专,5250.0
开发工程师,广州,3-4年经验,本科,17500.0
其他,武汉,3-4年经验,大专,10000.0
开发工程师,武汉,5-7年经验,本科,15000.0
讲师,上海,无需经验,本科,12500.0
开发工程师,上海,1年经验,大专,15000.0
其他,武汉,3-4年经验,本科,9000.0
其他,上海,2年经验,本科,27500.0
其他,深圳,3-4年经验,大专,12500.0
开发工程师,上海,2年经验,本科,12000.0
开发工程师,广州,3-4年经验,大专,8500.0
开发工程师,上海,1年经验,本科,12500.0
开发工程师,上海,招5人,,15000.0
其他,成都,无需经验,本科,7000.0
开发工程师,重庆,2年经验,大专,8000.0
开发工程师,北京,在校生\/应届生,硕士,17500.0
开发工程师,上海,3-4年经验,大专,21500.0
开发工程师,长沙,3-4年经验,本科,9000.0
开发工程师,福州,3-4年经验,本科,13000.0
开发工程师,长沙,2年经验,大专,11500.0
开发工程师,北京,硕士,硕士,10416.666666666668
其他,上海,1年经验,本科,12500.0
开发工程师,长沙,3-4年经验,本科,11500.0
开发工程师,长沙,1年经验,大专,8000.0
开发工程师,银川,5-7年经验,本科,9000.0
实习,武汉,招2人,,4500.0
讲师,宁波,在校生\/应届生,本科,9000.0
开发工程师,长沙,3-4年经验,本科,12500.0
其他,武汉,3-4年经验,大专,10000.0
其他,上海,3-4年经验,本科,12500.0
其他,北京,无需经验,本科,9000.0
其他,上海,3-4年经验,本科,17500.0
开发工程师,南京,2年经验,本科,8000.0
讲师,沈阳,2年经验,本科,12500.0
开发工程师,上海,2年经验,本科,10500.0
其他,南京,2年经验,本科,12500.0
其他,广州,1年经验,本科,9500.0
开发工程师,东莞,招3人,,7000.0
开发工程师,福州,1年经验,大专,7500.0
开发工程师,上海,3-4年经验,大专,10000.0
开发工程师,深圳,1年经验,本科,16500.0
开发工程师,无锡,3-4年经验,本科,25000.0
算法,上海,5-7年经验,本科,31250.0
算法,深圳,2年经验,本科,17500.0
开发工程师,广州,硕士,硕士,
数据分析,异地招聘,3-4年经验,本科,7000.0
测试,上海,5-7年经验,本科,17500.0
测试,武汉,3-4年经验,本科,9500.0
开发工程师,深圳,1年经验,本科,12500.0
架构师,南京,3-4年经验,本科,20000.0
测试,上海,在校生\/应届生,本科,9000.0
其他,深圳,无需经验,本科,9000.0
测试,上海,5-7年经验,本科,17000.0
其他,重庆,3-4年经验,本科,12500.0
主管,广州,3-4年经验,本科,8000.0
测试,南京,1年经验,本科,10000.0
开发工程师,上海,在校生\/应届生,本科,5000.0
开发工程师,深圳,在校生\/应届生,本科,8000.0
其他,北京,3-4年经验,本科,9500.0
运维,武汉,3-4年经验,大专,6000.0
其他,苏州,3-4年经验,本科,9000.0
其他,北京,1年经验,本科,10000.0
其他,深圳,1年经验,大专,7000.0
开发工程师,广州,5-7年经验,本科,17500.0
测试,杭州,1年经验,本科,7000.0
开发工程师,郑州,在校生\/应届生,大专,14000.0
运维,广州,3-4年经验,大专,21000.0
测试,杭州,2年经验,本科,9000.0
运维,广州,3-4年经验,本科,19000.0
其他,南京,3-4年经验,本科,22916.666666666668
运维,上海,1年经验,本科,12500.0
测试,济南,3-4年经验,本科,8000.0
开发工程师,上海,2年经验,本科,12500.0
其他,上海,1年经验,,9000.0
运维,深圳,5-7年经验,本科,20000.0
讲师,广州,无需经验,大专,4500.0
其他,广州,5-7年经验,本科,17500.0
测试,成都,8-9年经验,本科,30000.0
开发工程师,异地招聘,3-4年经验,本科,15000.0
数据分析,重庆,3-4年经验,大专,8000.0
测试,南京,2年经验,大专,6000.0
运维,南京,1年经验,大专,5500.0
算法,广州,3-4年经验,本科,17500.0
运维,广州,1年经验,本科,7000.0
其他,上海,3-4年经验,本科,35000.0
测试,广州,1年经验,大专,6000.0
主管,上海,5-7年经验,本科,55000.0
开发工程师,上海,3-4年经验,本科,25000.0
算法,成都,1年经验,本科,20000.0
测试,上海,3-4年经验,本科,18500.0
其他,上海,硕士,硕士,
算法,成都,5-7年经验,本科,20500.0
数据分析,广州,2年经验,本科,12500.0
运维,成都,5-7年经验,本科,21500.0
开发工程师,海口,3-4年经验,大专,30000.0
其他,苏州,1年经验,本科,9000.0
其他,重庆,硕士,硕士,
其他,上海,3-4年经验,硕士,29166.666666666668
其他,上海,2年经验,本科,35000.0
算法,广州,2年经验,硕士,17500.0
其他,武汉,无需经验,本科,4750.0
其他,广州,1年经验,大专,5500.0
测试,成都,5-7年经验,本科,12500.0
其他,昆山,3-4年经验,大专,12500.0
测试,广州,8-9年经验,本科,27500.0
测试,广州,3-4年经验,本科,15000.0
运维,上海,2年经验,本科,12500.0
测试,上海,10年以上经验,本科,20000.0
算法,北京,1年经验,本科,22500.0
其他,广州,2年经验,本科,7000.0
测试,深圳,3-4年经验,本科,13500.0
运维,苏州,2年经验,本科,8000.0
测试,无锡,3-4年经验,本科,10000.0
其他,广州,1年经验,本科,9000.0
其他,上海,3-4年经验,本科,22000.0
测试,上海,1年经验,本科,9500.0
开发工程师,武汉,招2人,,12000.0
开发工程师,广州,3-4年经验,本科,17500.0
其他,广州,2年经验,大专,9000.0
其他,上海,1年经验,本科,16000.0
开发工程师,异地招聘,2年经验,本科,8000.0
算法,上海,3-4年经验,博士,37500.0
其他,上海,硕士,硕士,
开发工程师,上海,1年经验,硕士,22500.0
算法,南京,在校生\/应届生,硕士,13500.0
数据分析,北京,3-4年经验,本科,15000.0
其他,温州,3-4年经验,大专,11500.0
其他,武汉,3-4年经验,大专,22500.0
测试,深圳,1年经验,本科,11500.0
数据分析,深圳,1年经验,本科,9583.333333333334
开发工程师,无锡,2年经验,本科,10500.0
开发工程师,台州,3-4年经验,大专,9500.0
数据分析,常熟,在校生\/应届生,本科,5250.0
测试,上海,1年经验,本科,10500.0
开发工程师,深圳,3-4年经验,本科,20000.0
测试,武汉,2年经验,大专,8000.0
其他,杭州,1年经验,本科,7000.0
运维,深圳,2年经验,本科,12500.0
测试,上海,5-7年经验,本科,22500.0
其他,郑州,1年经验,本科,8000.0
运维,深圳,5-7年经验,大专,20000.0
数据分析,杭州,2年经验,本科,15000.0
其他,广州,2年经验,本科,9000.0
开发工程师,广州,在校生\/应届生,本科,5250.0
其他,湖州,3-4年经验,本科,8500.0
运维,广州,2年经验,大专,11500.0
其他,上海,在校生\/应届生,本科,11500.0
其他,异地招聘,2年经验,本科,27500.0
测试,上海,3-4年经验,大专,19000.0
测试,长沙,无需经验,大专,11500.0
其他,上海,1年经验,本科,15000.0
数据分析,深圳,1年经验,本科,7500.0
运维,广州,3-4年经验,本科,16000.0
其他,北京,5-7年经验,本科,17500.0
开发工程师,嘉兴,1年经验,大专,12500.0
其他,广州,3-4年经验,,12500.0
其他,广州,3-4年经验,本科,23000.0
运维,异地招聘,2年经验,大专,10500.0
运维,上海,3-4年经验,大专,12500.0
架构师,北京,3-4年经验,硕士,22500.0
数据库,南京,3-4年经验,本科,15000.0
开发工程师,深圳,2年经验,本科,12500.0
其他,上海,3-4年经验,本科,22500.0
其他,上海,1年经验,硕士,22500.0
测试,武汉,3-4年经验,本科,12500.0
测试,杭州,3-4年经验,本科,12500.0
运维,深圳,2年经验,本科,12500.0
开发工程师,深圳,3-4年经验,大专,15000.0
测试,深圳,5-7年经验,本科,25000.0
实习,上海,本科,本科,
其他,东莞,1年经验,本科,8000.0
其他,东莞,3-4年经验,大专,17500.0
测试,上海,3-4年经验,本科,30000.0
主管,成都,3-4年经验,本科,8500.0
其他,深圳,3-4年经验,本科,22500.0
实习,上海,在校生\/应届生,本科,3750.0
其他,青岛,无需经验,本科,5000.0
开发工程师,上海,1年经验,本科,14583.333333333334
其他,上海,3-4年经验,本科,20833.333333333336
实习,广州,在校生\/应届生,本科,4000.0
算法,苏州,在校生\/应届生,硕士,25000.0
算法,上海,2年经验,硕士,72500.0
测试,上海,2年经验,本科,16000.0
其他,上海,1年经验,大专,8500.0
其他,岳阳,无需经验,本科,7500.0
测试,上海,1年经验,大专,7500.0
开发工程师,苏州,1年经验,本科,9000.0
测试,苏州,1年经验,本科,10000.0
运维,上海,5-7年经验,本科,22500.0
其他,上海,1年经验,硕士,10500.0
开发工程师,上海,3-4年经验,本科,17500.0
算法,上海,3-4年经验,硕士,40000.0
测试,南京,3-4年经验,本科,10500.0
开发工程师,深圳,5-7年经验,本科,25000.0
开发工程师,昆明,3-4年经验,本科,60000.0
其他,上海,在校生\/应届生,大专,8333.333333333332
算法,深圳,3-4年经验,硕士,20000.0
其他,上海,1年经验,本科,11500.0
讲师,上海,1年经验,大专,8000.0
其他,昆山,3-4年经验,硕士,12500.0
算法,异地招聘,2年经验,硕士,20000.0
测试,上海,2年经验,本科,17500.0
测试,广州,1年经验,大专,10000.0
其他,西安,3-4年经验,硕士,20000.0
其他,上海,1年经验,大专,16000.0
数据分析,广州,3-4年经验,大专,22500.0
运维,武汉,无需经验,本科,
运维,上海,3-4年经验,本科,14583.333333333334
开发工程师,杭州,2年经验,大专,12500.0
测试,深圳,3-4年经验,本科,12500.0
开发工程师,苏州,5-7年经验,本科,15000.0
其他,南京,5-7年经验,本科,18500.0
运维,南昌,3-4年经验,本科,9000.0
其他,深圳,3-4年经验,本科,15000.0
算法,广州,2年经验,硕士,27500.0
数据分析,合肥,3-4年经验,本科,12000.0
算法,杭州,2年经验,硕士,18000.0
其他,深圳,5-7年经验,本科,12500.0
开发工程师,上海,1年经验,本科,10000.0
数据分析,成都,3-4年经验,大专,9500.0
开发工程师,上海,5-7年经验,本科,20833.333333333336
其他,上海,3-4年经验,本科,25000.0
运维,上海,3-4年经验,本科,14583.333333333334
其他,深圳,5-7年经验,大专,11500.0
其他,广州,2年经验,本科,14000.0
其他,西安,无需经验,本科,9000.0
开发工程师,成都,3-4年经验,本科,17500.0
开发工程师,上海,1年经验,本科,10416.666666666668
其他,深圳,1年经验,本科,17500.0
其他,南京,2年经验,本科,12500.0
算法,广州,2年经验,硕士,25000.0
开发工程师,异地招聘,3-4年经验,本科,18333.333333333332
运维,广州,3-4年经验,本科,17500.0
其他,异地招聘,1年经验,大专,7000.0
运维,南京,2年经验,本科,5500.0
开发工程师,上海,2年经验,本科,17500.0
算法,深圳,3-4年经验,本科,21000.0
其他,上海,3-4年经验,本科,12500.0
开发工程师,杭州,3-4年经验,本科,10416.666666666668
开发工程师,南京,2年经验,大专,9000.0
开发工程师,成都,2年经验,本科,12500.0
其他,深圳,2年经验,大专,10000.0
其他,武汉,1年经验,本科,9000.0
运维,上海,3-4年经验,本科,
运维,广州,2年经验,大专,1750.0
其他,南京,1年经验,大专,8500.0
其他,济南,5-7年经验,本科,7000.0
算法,上海,在校生\/应届生,硕士,22500.0
开发工程师,成都,5-7年经验,本科,17500.0
其他,上海,3-4年经验,大专,10500.0
主管,上海,2年经验,本科,14583.333333333334
其他,厦门,3-4年经验,本科,14000.0
数据分析,异地招聘,3-4年经验,本科,12500.0
其他,上海,1年经验,本科,22500.0
讲师,嘉兴,2年经验,本科,9000.0
测试,上海,5-7年经验,本科,15000.0
其他,深圳,无需经验,硕士,
测试,武汉,5-7年经验,本科,15000.0
算法,珠海,3-4年经验,本科,15500.0
其他,宁波,1年经验,本科,10000.0
其他,徐州,无需经验,硕士,10500.0
其他,南京,2年经验,本科,11000.0
其他,无锡,3-4年经验,本科,7250.0
其他,苏州,3-4年经验,本科,18750.0
其他,北京,1年经验,本科,11500.0
数据分析,上海,2年经验,硕士,14000.0
开发工程师,上海,在校生\/应届生,本科,15833.333333333334
测试,上海,5-7年经验,本科,20833.333333333336
其他,南京,1年经验,本科,8000.0
算法,杭州,3-4年经验,本科,15000.0
其他,北京,2年经验,本科,15000.0
测试,深圳,5-7年经验,本科,15500.0
数据分析,沈阳,大专,大专,7000.0
其他,重庆,硕士,硕士,
算法,苏州,在校生\/应届生,硕士,12500.0
开发工程师,北京,在校生\/应届生,硕士,7000.0
测试,西安,本科,本科,
开发工程师,北京,在校生\/应届生,硕士,
运维,南京,本科,本科,
其他,北京,在校生\/应届生,本科,7000.0
开发工程师,北京,本科,本科,
其他,杭州,本科,本科,
其他,长沙,本科,本科,
其他,天津,本科,本科,
开发工程师,北京,在校生\/应届生,硕士,27500.0
其他,北京,本科,本科,
其他,上海,本科,本科,
测试,北京,本科,本科,
其他,北京,本科,本科,
测试,上海,本科,本科,
其他,广西,在校生\/应届生,本科,12500.0
测试,武汉,本科,本科,
算法,武汉,5-7年经验,本科,
开发工程师,武汉,3-4年经验,本科,
运维,武汉,本科,本科,
测试,武汉,5-7年经验,本科,
其他,武汉,3-4年经验,本科,
算法,武汉,3-4年经验,硕士,
数据分析,武汉,3-4年经验,本科,
其他,上海,硕士,硕士,
算法,西安,本科,本科,
其他,北京,本科,本科,
算法,深圳,在校生\/应届生,硕士,
开发工程师,上海,本科,本科,
其他,成都,本科,本科,
其他,上海,本科,本科,
开发工程师,上海,本科,本科,
开发工程师,上海,硕士,硕士,
其他,上海,本科,本科,
开发工程师,上海,硕士,硕士,
测试,珠海,本科,本科,
其他,上海,硕士,硕士,
其他,上海,硕士,硕士,
讲师,西安,硕士,硕士,
开发工程师,大连,本科,本科,
其他,大连,博士,博士,17500.0
其他,大连,本科,本科,12500.0
架构师,大连,本科,本科,27500.0
测试,广州,本科,本科,
开发工程师,深圳,硕士,硕士,
算法,成都,在校生\/应届生,硕士,
测试,成都,本科,本科,
其他,南京,大专,大专,
开发工程师,上海,本科,本科,
开发工程师,上海,硕士,硕士,
测试,北京,在校生\/应届生,本科,17500.0
其他,成都,硕士,硕士,
运维,上海,本科,本科,
开发工程师,上海,硕士,硕士,
其他,杭州,在校生\/应届生,本科,
测试,北京,本科,本科,7000.0
实习,杭州,在校生\/应届生,本科,2500.0
其他,成都,本科,本科,
其他,上海,硕士,硕士,
其他,北京,无需经验,本科,22500.0
其他,杭州,3-4年经验,本科,17500.0
其他,杭州,1年经验,本科,7500.0
其他,深圳,8-9年经验,本科,29000.0
其他,北京,2年经验,本科,13000.0
开发工程师,北京,3-4年经验,本科,20000.0
其他,上海,本科,本科,
开发工程师,合肥,本科,本科,
测试,南京,1年经验,本科,11000.0
测试,武汉,2年经验,大专,9500.0
其他,广州,5-7年经验,本科,20000.0
其他,武汉,无需经验,大专,3750.0
实习,北京,在校生\/应届生,本科,3500.0
其他,上海,2年经验,本科,16666.666666666664
其他,厦门,10年以上经验,硕士,22500.0
其他,合肥,1年经验,大专,5500.0
其他,上海,3-4年经验,本科,17500.0
算法,异地招聘,无需经验,硕士,12500.0
其他,杭州,1年经验,大专,12500.0
运维,深圳,3-4年经验,本科,12500.0
测试,东莞,3-4年经验,大专,9000.0
其他,上海,无需经验,硕士,9500.0
运维,深圳,3-4年经验,本科,20000.0
算法,深圳,1年经验,本科,15000.0
开发工程师,杭州,2年经验,本科,11500.0
开发工程师,广州,1年经验,本科,7500.0
其他,南京,2年经验,本科,14500.0
其他,上海,在校生\/应届生,本科,9166.666666666668
测试,成都,1年经验,本科,6000.0
测试,杭州,2年经验,本科,7500.0
开发工程师,广州,3-4年经验,本科,15000.0
其他,杭州,1年经验,本科,8000.0
其他,广州,1年经验,本科,10000.0
运维,西安,2年经验,本科,7000.0
主管,上海,3-4年经验,本科,8333.333333333334
实习,广州,在校生\/应届生,大专,3750.0
算法,北京,5-7年经验,硕士,25000.0
算法,上海,2年经验,本科,20000.0
开发工程师,苏州,3-4年经验,本科,17500.0
其他,广州,1年经验,本科,22500.0
其他,深圳,3-4年经验,本科,16000.0
开发工程师,杭州,3-4年经验,大专,12000.0
测试,上海,3-4年经验,本科,12500.0
开发工程师,上海,5-7年经验,本科,25000.0
开发工程师,上海,3-4年经验,本科,20000.0
其他,上海,2年经验,本科,11500.0
测试,天津,5-7年经验,本科,9000.0
其他,北京,本科,本科,
其他,苏州,1年经验,硕士,22500.0
其他,上海,2年经验,硕士,12500.0
开发工程师,广州,5-7年经验,本科,25000.0
测试,重庆,5-7年经验,本科,10000.0
架构师,上海,2年经验,大专,12500.0
算法,杭州,无需经验,大专,11500.0
开发工程师,上海,2年经验,本科,12000.0
主管,上海,5-7年经验,本科,15000.0
其他,上海,8-9年经验,本科,35000.0
其他,广州,3-4年经验,本科,12500.0
其他,无锡,本科,本科,
开发工程师,武汉,本科,本科,
其他,南京,在校生\/应届生,硕士,12500.0
其他,上海,硕士,硕士,
数据分析,佛山,本科,本科,
其他,杭州,本科,本科,
其他,常州,本科,本科,
其他,武汉,博士,博士,
其他,广州,大专,大专,
其他,上海,硕士,硕士,
开发工程师,北京,本科,本科,
运维,北京,本科,本科,
其他,深圳,在校生\/应届生,本科,7000.0
其他,杭州,本科,本科,
算法,上海,硕士,硕士,
开发工程师,北京,本科,本科,
其他,上海,本科,本科,
其他,上海,硕士,硕士,
其他,北京,在校生\/应届生,硕士,
数据分析,娄底,本科,本科,
开发工程师,北京,本科,本科,
运维,北京,在校生\/应届生,本科,
