职位,城市,经验,学历,工资水平
其他,上海,本科,本科,
算法,成都,在校生\/应届生,硕士,
其他,宁波,本科,本科,
其他,上海,无需经验,本科,
开发工程师,杭州,1年经验,本科,22500.0
算法,武汉,硕士,硕士,
算法,武汉,博士,博士,
其他,合肥,本科,本科,
其他,北京,本科,本科,
测试,武汉,本科,本科,
算法,武汉,硕士,硕士,
开发工程师,武汉,本科,本科,
算法,武汉,本科,本科,
主管,武汉,博士,博士,
算法,武汉,本科,本科,
算法,武汉,博士,博士,
其他,武汉,本科,本科,
其他,南京,3-4年经验,本科,30000.0
其他,北京,2年经验,大专,16000.0
开发工程师,北京,3-4年经验,本科,18500.0
算法,北京,3-4年经验,本科,20000.0
算法,北京,本科,本科,
开发工程师,北京,2年经验,本科,
测试,北京,本科,本科,
其他,北京,3-4年经验,本科,
其他,北京,3-4年经验,本科,
其他,北京,在校生\/应届生,本科,
其他,北京,本科,本科,12500.0
实习,郑州,本科,本科,
实习,郑州,本科,本科,
算法,北京,在校生\/应届生,本科,17500.0
运维,无锡,3-4年经验,本科,12500.0
运维,无锡,5-7年经验,本科,21500.0
测试,无锡,3-4年经验,本科,9000.0
其他,青岛,5-7年经验,本科,22500.0
算法,广州,3-4年经验,本科,30000.0
算法,广州,本科,本科,17500.0
算法,深圳,本科,本科,17500.0
其他,上海,硕士,硕士,
其他,上海,本科,本科,
其他,南京,本科,本科,
其他,上海,本科,本科,
其他,南京,2年经验,本科,11500.0
数据分析,广州,本科,本科,
其他,武汉,本科,本科,
其他,武汉,本科,本科,
测试,深圳,本科,本科,
其他,深圳,本科,本科,
其他,深圳,硕士,硕士,
算法,深圳,硕士,硕士,
开发工程师,徐州,在校生\/应届生,本科,
其他,南京,硕士,硕士,
开发工程师,佛山,在校生\/应届生,本科,7000.0
开发工程师,武汉,在校生\/应届生,本科,7000.0
开发工程师,深圳,在校生\/应届生,本科,7000.0
其他,北京,本科,本科,
其他,武汉,本科,本科,
其他,北京,本科,本科,
开发工程师,北京,本科,本科,
开发工程师,北京,本科,本科,
开发工程师,北京,本科,本科,
开发工程师,武汉,本科,本科,
开发工程师,北京,本科,本科,
开发工程师,珠海,本科,本科,
开发工程师,珠海,本科,本科,
开发工程师,武汉,本科,本科,
开发工程师,无锡,在校生\/应届生,本科,
测试,无锡,在校生\/应届生,本科,
其他,广州,本科,本科,
其他,深圳,硕士,硕士,
其他,北京,硕士,硕士,
其他,北京,硕士,硕士,
其他,深圳,硕士,硕士,
其他,北京,硕士,硕士,
其他,北京,硕士,硕士,
其他,北京,硕士,硕士,
其他,南京,在校生\/应届生,硕士,
其他,上海,硕士,硕士,
其他,西安,硕士,硕士,
其他,西安,硕士,硕士,
开发工程师,南京,在校生\/应届生,硕士,
算法,南京,在校生\/应届生,硕士,
其他,西安,硕士,硕士,
运维,西安,硕士,硕士,
其他,西安,硕士,硕士,
算法,杭州,硕士,硕士,17500.0
算法,济南,1年经验,硕士,9000.0
开发工程师,异地招聘,3-4年经验,本科,17500.0
运维,深圳,3-4年经验,大专,16000.0
测试,北京,5-7年经验,本科,12500.0
其他,武汉,无需经验,本科,13500.0
实习,宁波,无需经验,本科,5000.0
其他,上海,3-4年经验,本科,22500.0
测试,南京,1年经验,本科,11500.0
开发工程师,南京,2年经验,本科,14000.0
开发工程师,上海,3-4年经验,本科,22500.0
其他,上海,在校生\/应届生,大专,7500.0
开发工程师,上海,2年经验,本科,13500.0
开发工程师,成都,5-7年经验,本科,20000.0
其他,昆山,1年经验,大专,7000.0
其他,武汉,无需经验,,9000.0
其他,武汉,无需经验,,
开发工程师,上海,3-4年经验,本科,20833.333333333336
算法,广州,1年经验,硕士,20000.0
其他,武汉,3-4年经验,本科,17000.0
其他,杭州,1年经验,本科,15000.0
开发工程师,杭州,3-4年经验,本科,22500.0
开发工程师,杭州,3-4年经验,本科,22500.0
其他,南京,在校生\/应届生,本科,7000.0
数据库,上海,2年经验,硕士,17500.0
其他,上海,1年经验,硕士,17500.0
开发工程师,成都,1年经验,本科,7500.0
主管,上海,10年以上经验,本科,17500.0
算法,深圳,1年经验,本科,37500.0
开发工程师,武汉,本科,本科,15000.0
算法,上海,1年经验,硕士,27000.0
开发工程师,上海,5-7年经验,本科,22500.0
测试,北京,招2人,,17500.0
其他,苏州,在校生\/应届生,本科,6500.0
主管,上海,5-7年经验,博士,80000.0
开发工程师,上海,1年经验,本科,8500.0
主管,上海,5-7年经验,本科,45000.0
测试,成都,1年经验,本科,9500.0
其他,北京,硕士,硕士,14000.0
其他,武汉,2年经验,本科,15000.0
其他,上海,本科,本科,
数据分析,上海,本科,本科,
测试,上海,本科,本科,
开发工程师,上海,本科,本科,
算法,上海,硕士,硕士,
数据分析,上海,本科,本科,
开发工程师,上海,本科,本科,
其他,西安,硕士,硕士,
其他,西安,硕士,硕士,
其他,西安,硕士,硕士,
数据库,西安,硕士,硕士,
运维,西安,硕士,硕士,
其他,西安,硕士,硕士,
开发工程师,上海,硕士,硕士,
开发工程师,上海,硕士,硕士,17500.0
其他,东莞,本科,本科,
开发工程师,东莞,本科,本科,
其他,东莞,本科,本科,
其他,南京,硕士,硕士,
算法,南京,硕士,硕士,
其他,广州,本科,本科,
开发工程师,广州,本科,本科,
其他,广州,本科,本科,
其他,广州,本科,本科,
其他,南京,本科,本科,
测试,上海,本科,本科,
算法,上海,硕士,硕士,
算法,上海,硕士,硕士,
算法,上海,硕士,硕士,
算法,无锡,本科,本科,
其他,上海,硕士,硕士,
测试,上海,本科,本科,
其他,无锡,本科,本科,
其他,上海,硕士,硕士,
测试,常州,本科,本科,
测试,苏州,本科,本科,
测试,上海,本科,本科,
其他,苏州,硕士,硕士,
运维,桂林,大专,大专,7000.0
运维,深圳,大专,大专,7000.0
测试,佛山,本科,本科,
其他,佛山,本科,本科,
测试,北京,本科,本科,
其他,合肥,硕士,硕士,
其他,上海,硕士,硕士,
其他,杭州,5-7年经验,本科,35000.0
数据分析,南京,本科,本科,
其他,深圳,5-7年经验,本科,35000.0
开发工程师,上海,3-4年经验,本科,17500.0
其他,北京,1年经验,大专,7500.0
开发工程师,深圳,硕士,硕士,
其他,南京,硕士,硕士,
其他,上海,硕士,硕士,
开发工程师,上海,5-7年经验,本科,12500.0
其他,北京,硕士,硕士,
其他,北京,硕士,硕士,
算法,北京,本科,本科,9000.0
其他,武汉,本科,本科,
开发工程师,武汉,2年经验,本科,
开发工程师,上海,本科,本科,
数据库,上海,本科,本科,
开发工程师,上海,本科,本科,
其他,深圳,硕士,硕士,12500.0
开发工程师,广州,本科,本科,
开发工程师,宁波,无需经验,本科,22500.0
开发工程师,宁波,2年经验,本科,17500.0
运维,杭州,本科,本科,
算法,长沙,3-4年经验,本科,16000.0
其他,苏州,3-4年经验,本科,9000.0
运维,成都,3-4年经验,本科,14583.333333333334
测试,北京,本科,本科,
开发工程师,上海,本科,本科,
开发工程师,上海,本科,本科,
开发工程师,湖州,硕士,硕士,
架构师,上海,8-9年经验,本科,30000.0
开发工程师,上海,2年经验,本科,22500.0
开发工程师,上海,2年经验,本科,35000.0
运维,深圳,本科,本科,
开发工程师,上海,2年经验,本科,22500.0
其他,南京,本科,本科,
数据分析,上海,本科,本科,
开发工程师,南京,本科,本科,
其他,西安,本科,本科,
其他,杭州,本科,本科,
其他,上海,本科,本科,
算法,北京,本科,本科,
算法,上海,本科,本科,
算法,海口,本科,本科,
其他,上海,本科,本科,
其他,上海,本科,本科,
实习,嘉兴,大专,大专,5250.0
开发工程师,深圳,本科,本科,
算法,长沙,本科,本科,17500.0
算法,肇庆,本科,本科,17500.0
算法,湛江,本科,本科,17500.0
算法,佛山,本科,本科,17500.0
算法,东莞,本科,本科,17500.0
算法,惠州,本科,本科,17500.0
开发工程师,西安,本科,本科,
开发工程师,长沙,本科,本科,
算法,成都,在校生\/应届生,硕士,
算法,成都,在校生\/应届生,硕士,
算法,成都,在校生\/应届生,博士,
开发工程师,上海,本科,本科,
算法,重庆,硕士,硕士,
其他,重庆,博士,博士,
其他,北京,在校生\/应届生,硕士,
开发工程师,上海,本科,本科,
其他,上海,本科,本科,
开发工程师,上海,本科,本科,
开发工程师,北京,3-4年经验,本科,25000.0
其他,西安,硕士,硕士,
算法,西安,硕士,硕士,
其他,西安,博士,博士,
测试,西安,本科,本科,
讲师,济南,1年经验,大专,4250.0
算法,武汉,硕士,硕士,
其他,武汉,硕士,硕士,
测试,武汉,本科,本科,
开发工程师,广州,3-4年经验,大专,12500.0
算法,宁波,硕士,硕士,
数据分析,宁波,硕士,硕士,
其他,苏州,本科,本科,
实习,上海,本科,本科,
测试,苏州,本科,本科,
其他,上海,本科,本科,
其他,上海,本科,本科,
其他,北京,硕士,硕士,
其他,上海,硕士,硕士,
其他,上海,本科,本科,
运维,西安,无需经验,大专,8500.0
讲师,西安,1年经验,本科,12000.0
运维,广州,1年经验,大专,9000.0
其他,深圳,1年经验,大专,10500.0
其他,上海,5-7年经验,本科,27500.0
实习,上海,在校生\/应届生,本科,2500.0
实习,上海,在校生\/应届生,本科,4500.0
其他,上海,2年经验,本科,15000.0
其他,上海,2年经验,本科,17500.0
产品经理,上海,3-4年经验,本科,25000.0
产品经理,上海,3-4年经验,本科,17500.0
其他,杭州,5-7年经验,硕士,20000.0
实习,广州,在校生\/应届生,大专,6500.0
运维,广州,1年经验,大专,10000.0
开发工程师,成都,2年经验,本科,
其他,上海,1年经验,硕士,22500.0
其他,上海,1年经验,硕士,18500.0
其他,苏州,3-4年经验,,12500.0
运维,广州,5-7年经验,本科,16500.0
测试,广州,3-4年经验,本科,15000.0
其他,深圳,5-7年经验,本科,31500.0
算法,广州,3-4年经验,本科,32500.0
架构师,深圳,8-9年经验,本科,45000.0
算法,深圳,5-7年经验,本科,35000.0
算法,深圳,5-7年经验,本科,55000.0
开发工程师,深圳,3-4年经验,本科,40000.0
测试,广州,3-4年经验,本科,14000.0
架构师,深圳,8-9年经验,本科,42500.0
算法,上海,在校生\/应届生,本科,18750.0
其他,上海,10年以上经验,本科,25000.0
其他,上海,2年经验,本科,33333.33333333333
数据库,上海,5-7年经验,本科,25000.0
开发工程师,广州,2年经验,本科,12500.0
其他,武汉,3-4年经验,大专,7500.0
运维,南京,2年经验,大专,10500.0
测试,重庆,2年经验,本科,7500.0
运维,无锡,3-4年经验,大专,10000.0
其他,重庆,2年经验,本科,7500.0
运维,上海,3-4年经验,大专,10000.0
开发工程师,合肥,1年经验,本科,8500.0
其他,合肥,2年经验,本科,8000.0
测试,合肥,2年经验,本科,8000.0
其他,广州,2年经验,本科,14000.0
其他,北京,3-4年经验,本科,14000.0
测试,上海,在校生\/应届生,本科,9000.0
开发工程师,上海,在校生\/应届生,本科,9000.0
运维,广州,3-4年经验,大专,30000.0
开发工程师,上海,2年经验,本科,21000.0
开发工程师,上海,3-4年经验,本科,27500.0
其他,深圳,1年经验,大专,20000.0
测试,长沙,3-4年经验,大专,7500.0
数据分析,长沙,5-7年经验,本科,10416.666666666668
数据分析,苏州,招2人,,10500.0
其他,苏州,招2人,,15000.0
其他,合肥,3-4年经验,大专,9000.0
运维,合肥,3-4年经验,大专,8500.0
开发工程师,合肥,3-4年经验,本科,11500.0
测试,合肥,3-4年经验,本科,9000.0
其他,苏州,招1人,,8000.0
其他,苏州,博士,博士,22500.0
其他,苏州,招若干人,,15000.0
测试,深圳,3-4年经验,大专,10000.0
算法,上海,1年经验,本科,25000.0
其他,上海,2年经验,本科,30000.0
其他,上海,2年经验,本科,26500.0
主管,上海,8-9年经验,本科,52500.0
其他,上海,2年经验,本科,30000.0
其他,广州,无需经验,,
其他,南京,1年经验,大专,10500.0
算法,佛山,本科,本科,17500.0
运维,广州,3-4年经验,大专,20000.0
运维,广州,3-4年经验,大专,10000.0
其他,上海,在校生\/应届生,硕士,17500.0
测试,上海,3-4年经验,本科,12500.0
测试,上海,3-4年经验,本科,17500.0
测试,无锡,5-7年经验,本科,11000.0
其他,无锡,3-4年经验,本科,11500.0
其他,上海,2年经验,大专,7500.0
测试,上海,5-7年经验,本科,12000.0
主管,上海,5-7年经验,本科,20000.0
开发工程师,无锡,3-4年经验,本科,11500.0
开发工程师,上海,3-4年经验,本科,11500.0
其他,武汉,1年经验,本科,7500.0
其他,武汉,本科,本科,7500.0
测试,成都,1年经验,大专,5250.0
数据分析,佛山,2年经验,本科,16000.0
其他,西安,5-7年经验,本科,16000.0
算法,西安,5-7年经验,本科,15000.0
其他,西安,5-7年经验,本科,15000.0
其他,西安,3-4年经验,大专,8500.0
开发工程师,上海,本科,本科,
数据分析,上海,本科,本科,
算法,武汉,2年经验,硕士,15500.0
主管,上海,2年经验,硕士,25000.0
开发工程师,上海,5-7年经验,本科,25000.0
运维,苏州,2年经验,大专,17500.0
开发工程师,广州,3-4年经验,大专,18500.0
运维,柳州,2年经验,大专,7000.0
运维,广州,1年经验,本科,6500.0
运维,广州,3-4年经验,本科,17500.0
开发工程师,上海,5-7年经验,本科,
其他,广州,5-7年经验,本科,22500.0
测试,上海,5-7年经验,,
实习,上海,在校生\/应届生,本科,
其他,上海,1年经验,本科,
算法,上海,在校生\/应届生,硕士,15833.333333333334
开发工程师,上海,2年经验,本科,25000.0
测试,上海,2年经验,本科,25000.0
开发工程师,上海,2年经验,硕士,25000.0
算法,上海,2年经验,本科,25000.0
开发工程师,上海,2年经验,本科,25000.0
运维,北京,2年经验,本科,25000.0
其他,上海,2年经验,本科,14583.333333333334
开发工程师,北京,2年经验,本科,25000.0
算法,异地招聘,在校生\/应届生,硕士,15833.333333333334
开发工程师,北京,2年经验,本科,22083.333333333336
算法,北京,2年经验,本科,24166.666666666668
开发工程师,上海,3-4年经验,本科,22916.666666666668
测试,上海,3-4年经验,硕士,25000.0
开发工程师,上海,3-4年经验,硕士,25000.0
算法,上海,3-4年经验,本科,25000.0
测试,上海,3-4年经验,本科,22916.666666666668
算法,上海,3-4年经验,本科,37500.0
其他,大连,2年经验,本科,12500.0
其他,上海,5-7年经验,本科,13750.0
运维,上海,2年经验,大专,12500.0
主管,上海,3-4年经验,硕士,58333.33333333333
其他,上海,3-4年经验,本科,25000.0
测试,上海,2年经验,本科,18750.0
开发工程师,上海,3-4年经验,本科,25000.0
其他,上海,3-4年经验,大专,
数据分析,上海,2年经验,本科,
开发工程师,大连,3-4年经验,本科,9000.0
其他,上海,无需经验,本科,40000.0
开发工程师,上海,3-4年经验,本科,37500.0
测试,深圳,3-4年经验,本科,11500.0
开发工程师,异地招聘,在校生\/应届生,本科,6000.0
开发工程师,南京,在校生\/应届生,本科,5250.0
运维,广州,3-4年经验,大专,8000.0
开发工程师,广州,3-4年经验,本科,12500.0
其他,上海,5-7年经验,本科,32500.0
其他,上海,3-4年经验,本科,16500.0
运维,武汉,5-7年经验,本科,16000.0
算法,武汉,3-4年经验,本科,12500.0
其他,异地招聘,3-4年经验,本科,9000.0
其他,深圳,1年经验,大专,10000.0
其他,昆山,1年经验,硕士,
运维,广州,2年经验,本科,11500.0
其他,廊坊,无需经验,,15000.0
测试,北京,无需经验,,15000.0
其他,德阳,无需经验,大专,6000.0
数据分析,深圳,无需经验,大专,6500.0
其他,长春,5-7年经验,本科,14000.0
测试,上海,1年经验,本科,12500.0
开发工程师,南京,无需经验,大专,7000.0
其他,上海,3-4年经验,本科,25000.0
其他,长沙,2年经验,本科,10500.0
数据分析,长沙,3-4年经验,本科,9500.0
测试,长沙,3-4年经验,本科,10500.0
开发工程师,上海,在校生\/应届生,,7000.0
架构师,北京,3-4年经验,本科,22500.0
其他,北京,1年经验,本科,12500.0
其他,上海,2年经验,本科,16666.666666666664
开发工程师,武汉,在校生\/应届生,本科,9000.0
开发工程师,成都,在校生\/应届生,本科,9000.0
其他,上海,在校生\/应届生,本科,9000.0
开发工程师,成都,2年经验,本科,11000.0
其他,深圳,1年经验,本科,12500.0
其他,广州,1年经验,本科,12500.0
架构师,上海,3-4年经验,本科,27083.333333333336
其他,上海,3-4年经验,本科,16666.666666666664
开发工程师,异地招聘,无需经验,,22500.0
其他,北京,无需经验,,18500.0
架构师,异地招聘,10年以上经验,本科,25000.0
架构师,上海,5-7年经验,本科,37500.0
开发工程师,北京,在校生\/应届生,本科,9000.0
其他,上海,3-4年经验,本科,30000.0
开发工程师,上海,2年经验,本科,20000.0
其他,武汉,2年经验,本科,5500.0
开发工程师,深圳,2年经验,本科,12500.0
其他,深圳,1年经验,大专,14000.0
算法,上海,2年经验,本科,17500.0
实习,上海,在校生\/应届生,本科,
数据分析,上海,3-4年经验,本科,9000.0
其他,上海,5-7年经验,本科,14000.0
测试,上海,3-4年经验,本科,17500.0
测试,上海,1年经验,本科,12500.0
开发工程师,上海,3-4年经验,大专,16500.0
开发工程师,深圳,2年经验,本科,12500.0
开发工程师,广州,在校生\/应届生,本科,
讲师,重庆,1年经验,本科,6500.0
讲师,广州,在校生\/应届生,大专,5000.0
测试,广州,1年经验,,9000.0
其他,异地招聘,1年经验,本科,7500.0
开发工程师,苏州,1年经验,大专,11500.0
开发工程师,苏州,5-7年经验,大专,17500.0
开发工程师,上海,3-4年经验,本科,12500.0
数据分析,上海,5-7年经验,硕士,17500.0
其他,上海,3-4年经验,硕士,30000.0
其他,苏州,3-4年经验,本科,17000.0
开发工程师,苏州,3-4年经验,本科,17000.0
其他,苏州,3-4年经验,本科,17000.0
其他,上海,3-4年经验,本科,27500.0
数据库,苏州,3-4年经验,大专,17500.0
测试,苏州,3-4年经验,大专,17500.0
其他,上海,3-4年经验,本科,40000.0
测试,苏州,3-4年经验,大专,17500.0
实习,苏州,招2人,,2500.0
算法,上海,招2人,,30000.0
测试,深圳,3-4年经验,本科,13000.0
开发工程师,苏州,1年经验,大专,16500.0
开发工程师,苏州,3-4年经验,本科,18500.0
其他,苏州,3-4年经验,本科,25000.0
开发工程师,苏州,3-4年经验,本科,17000.0
其他,苏州,招2人,,25000.0
其他,广州,1年经验,本科,6000.0
开发工程师,赣州,2年经验,大专,10500.0
开发工程师,苏州,5-7年经验,大专,24000.0
其他,苏州,在校生\/应届生,大专,5000.0
数据分析,苏州,1年经验,本科,17500.0
开发工程师,苏州,3-4年经验,本科,15000.0
开发工程师,成都,3-4年经验,本科,12500.0
开发工程师,杭州,3-4年经验,大专,12500.0
其他,成都,5-7年经验,本科,11000.0
开发工程师,异地招聘,3-4年经验,大专,12500.0
开发工程师,西安,3-4年经验,本科,12500.0
运维,成都,5-7年经验,本科,10000.0
数据分析,深圳,2年经验,本科,11500.0
测试,深圳,3-4年经验,大专,9000.0
其他,北京,在校生\/应届生,本科,8000.0
开发工程师,北京,5-7年经验,本科,13000.0
测试,北京,1年经验,本科,11500.0
运维,北京,5-7年经验,本科,14000.0
其他,北京,3-4年经验,本科,11000.0
运维,深圳,5-7年经验,大专,20000.0
实习,上海,在校生\/应届生,本科,
其他,深圳,1年经验,大专,7000.0
运维,深圳,3-4年经验,大专,12500.0
测试,深圳,5-7年经验,大专,17500.0
其他,深圳,1年经验,本科,7000.0
开发工程师,深圳,5-7年经验,大专,17500.0
开发工程师,长沙,2年经验,本科,10500.0
其他,长沙,2年经验,本科,11500.0
其他,北京,3-4年经验,本科,19166.666666666668
其他,北京,5-7年经验,本科,19166.666666666668
数据分析,北京,3-4年经验,本科,16666.666666666668
开发工程师,北京,1年经验,本科,10416.666666666668
其他,北京,3-4年经验,本科,16666.666666666668
其他,北京,3-4年经验,本科,19166.666666666668
其他,江门,1年经验,大专,4500.0
开发工程师,南京,2年经验,本科,15000.0
其他,异地招聘,2年经验,大专,7000.0
其他,异地招聘,本科,本科,7000.0
开发工程师,上海,5-7年经验,本科,25000.0
测试,上海,5-7年经验,本科,20000.0
开发工程师,上海,5-7年经验,本科,20833.333333333336
测试,上海,5-7年经验,本科,25000.0
测试,广州,2年经验,大专,16500.0
开发工程师,上海,10年以上经验,本科,22500.0
其他,上海,3-4年经验,本科,22500.0
实习,北京,在校生\/应届生,本科,
测试,深圳,3-4年经验,本科,17500.0
其他,上海,3-4年经验,本科,17500.0
开发工程师,上海,5-7年经验,本科,26500.0
开发工程师,上海,3-4年经验,本科,21500.0
数据分析,广州,5-7年经验,本科,12500.0
测试,广州,2年经验,大专,9000.0
其他,异地招聘,2年经验,,62500.0
开发工程师,武汉,5-7年经验,本科,30000.0
其他,重庆,3-4年经验,本科,9000.0
数据分析,北京,1年经验,本科,11000.0
测试,上海,1年经验,本科,9500.0
其他,广州,3-4年经验,本科,
数据分析,上海,3-4年经验,本科,22500.0
其他,上海,5-7年经验,本科,27500.0
运维,上海,5-7年经验,本科,22500.0
开发工程师,北京,3-4年经验,,17500.0
其他,上海,2年经验,本科,17500.0
其他,北京,5-7年经验,,22500.0
讲师,西安,在校生\/应届生,本科,10000.0
讲师,西安,在校生\/应届生,本科,10000.0
讲师,西安,在校生\/应届生,本科,10000.0
讲师,西安,在校生\/应届生,本科,10000.0
架构师,上海,5-7年经验,本科,35000.0
其他,上海,5-7年经验,硕士,30000.0
其他,北京,5-7年经验,本科,20000.0
测试,西安,3-4年经验,本科,15000.0
测试,西安,3-4年经验,大专,12000.0
其他,北京,3-4年经验,本科,
测试,大连,3-4年经验,本科,
其他,北京,2年经验,,22500.0
测试,北京,2年经验,大专,7000.0
数据库,上海,3-4年经验,本科,17500.0
其他,北京,3-4年经验,本科,12500.0
开发工程师,上海,3-4年经验,本科,35000.0
其他,上海,3-4年经验,本科,17500.0
测试,上海,3-4年经验,本科,12500.0
开发工程师,成都,2年经验,本科,12500.0
测试,无锡,1年经验,本科,5250.0
开发工程师,深圳,3-4年经验,大专,17500.0
测试,深圳,3-4年经验,大专,17500.0
其他,北京,3-4年经验,本科,12500.0
其他,北京,3-4年经验,本科,12500.0
主管,上海,5-7年经验,大专,17500.0
测试,上海,3-4年经验,本科,12500.0
开发工程师,苏州,2年经验,本科,17500.0
其他,广州,在校生\/应届生,本科,9000.0
其他,广州,1年经验,本科,9000.0
实习,贵阳,在校生\/应届生,大专,3750.0
其他,贵阳,2年经验,大专,7000.0
运维,贵阳,1年经验,大专,7000.0
测试,广州,在校生\/应届生,本科,7000.0
开发工程师,上海,在校生\/应届生,本科,14000.0
其他,上海,1年经验,本科,17500.0
其他,上海,在校生\/应届生,本科,8000.0
其他,上海,3-4年经验,硕士,20000.0
开发工程师,上海,在校生\/应届生,本科,18500.0
数据分析,上海,在校生\/应届生,硕士,11500.0
主管,上海,5-7年经验,本科,20000.0
其他,广州,本科,本科,
其他,上海,本科,本科,
其他,苏州,本科,本科,
开发工程师,合肥,在校生\/应届生,本科,14583.333333333334
测试,上海,2年经验,大专,12000.0
其他,广州,2年经验,硕士,11000.0
其他,广州,1年经验,硕士,16000.0
算法,广州,1年经验,本科,14000.0
其他,广州,本科,本科,11000.0
测试,长沙,3-4年经验,大专,7000.0
运维,长沙,3-4年经验,大专,5250.0
其他,合肥,3-4年经验,本科,
其他,合肥,5-7年经验,本科,
开发工程师,广州,5-7年经验,本科,29000.0
其他,珠海,3-4年经验,大专,11500.0
其他,珠海,3-4年经验,大专,17500.0
实习,合肥,在校生\/应届生,本科,
开发工程师,上海,2年经验,大专,22500.0
主管,合肥,3-4年经验,本科,
开发工程师,上海,3-4年经验,本科,20000.0
开发工程师,上海,3-4年经验,本科,20000.0
开发工程师,上海,3-4年经验,本科,22500.0
其他,上海,1年经验,本科,22500.0
产品经理,杭州,5-7年经验,本科,17500.0
其他,杭州,2年经验,本科,18000.0
其他,杭州,1年经验,本科,12500.0
其他,杭州,在校生\/应届生,本科,12500.0
其他,杭州,2年经验,本科,17500.0
架构师,杭州,2年经验,本科,17500.0
讲师,杭州,3-4年经验,本科,17500.0
其他,杭州,2年经验,本科,17500.0
产品经理,杭州,3-4年经验,本科,15000.0
架构师,杭州,5-7年经验,本科,16000.0
数据库,杭州,3-4年经验,本科,18000.0
架构师,杭州,5-7年经验,本科,22500.0
开发工程师,杭州,3-4年经验,本科,14000.0
其他,上海,无需经验,大专,17500.0
运维,上海,8-9年经验,大专,12500.0
其他,佛山,3-4年经验,大专,7500.0
数据分析,深圳,2年经验,本科,11500.0
数据分析,深圳,3-4年经验,本科,11500.0
数据分析,深圳,1年经验,本科,7000.0
算法,上海,1年经验,本科,20000.0
开发工程师,上海,5-7年经验,本科,17000.0
算法,上海,2年经验,本科,20000.0
其他,异地招聘,1年经验,本科,12500.0
算法,上海,3-4年经验,本科,22500.0
运维,上海,1年经验,本科,9000.0
测试,杭州,5-7年经验,本科,35000.0
其他,上海,8-9年经验,本科,7750.0
算法,上海,3-4年经验,本科,30000.0
算法,上海,2年经验,本科,30000.0
其他,上海,无需经验,硕士,30000.0
开发工程师,武汉,5-7年经验,大专,13500.0
其他,广州,3-4年经验,大专,9000.0
运维,重庆,无需经验,大专,7500.0
开发工程师,广州,1年经验,大专,10000.0
开发工程师,广州,1年经验,本科,9500.0
其他,广州,5-7年经验,本科,20833.333333333336
架构师,广州,1年经验,本科,14000.0
开发工程师,广州,1年经验,本科,11000.0
运维,杭州,1年经验,大专,8500.0
其他,广州,5-7年经验,本科,17500.0
开发工程师,成都,2年经验,大专,11500.0
测试,成都,2年经验,本科,10000.0
其他,成都,2年经验,大专,11500.0
其他,成都,2年经验,本科,6500.0
开发工程师,北京,3-4年经验,本科,16500.0
测试,深圳,5-7年经验,本科,17500.0
其他,北京,5-7年经验,本科,20000.0
数据分析,上海,无需经验,本科,6500.0
开发工程师,上海,2年经验,本科,18333.333333333332
开发工程师,上海,2年经验,本科,20833.333333333336
其他,上海,在校生\/应届生,本科,17500.0
其他,上海,3-4年经验,硕士,25000.0
其他,上海,3-4年经验,本科,17500.0
其他,上海,3-4年经验,本科,17500.0
算法,上海,5-7年经验,本科,21500.0
开发工程师,株洲,2年经验,本科,8000.0
开发工程师,成都,5-7年经验,大专,25000.0
其他,上海,2年经验,本科,17500.0
测试,成都,3-4年经验,本科,12500.0
开发工程师,成都,3-4年经验,本科,17500.0
开发工程师,沈阳,3-4年经验,本科,7000.0
其他,沈阳,1年经验,本科,3750.0
算法,南京,无需经验,博士,22500.0
算法,南京,无需经验,硕士,30000.0
其他,上海,无需经验,大专,7000.0
其他,上海,2年经验,本科,17500.0
其他,上海,3-4年经验,本科,17500.0
其他,上海,5-7年经验,本科,27500.0
测试,上海,无需经验,,15000.0
运维,长沙,5-7年经验,本科,9000.0
其他,南宁,招1人,,9000.0
测试,上海,3-4年经验,本科,22500.0
开发工程师,上海,10年以上经验,本科,35000.0
数据分析,北京,5-7年经验,本科,37500.0
实习,上海,在校生\/应届生,大专,3750.0
其他,上海,5-7年经验,本科,16500.0
其他,上海,3-4年经验,本科,15000.0
测试,上海,5-7年经验,本科,22500.0
算法,北京,3-4年经验,本科,40000.0
其他,北京,5-7年经验,本科,30000.0
算法,北京,3-4年经验,本科,32500.0
其他,北京,3-4年经验,本科,32500.0
数据分析,北京,5-7年经验,本科,35000.0
测试,成都,无需经验,本科,15000.0
算法,上海,5-7年经验,硕士,5250.0
算法,上海,3-4年经验,硕士,17500.0
算法,上海,3-4年经验,硕士,25000.0
其他,上海,1年经验,本科,22500.0
其他,成都,无需经验,本科,15000.0
算法,成都,无需经验,硕士,15416.666666666666
开发工程师,成都,在校生\/应届生,本科,10416.666666666668
开发工程师,广州,5-7年经验,本科,30000.0
测试,广州,5-7年经验,本科,30000.0
架构师,广州,8-9年经验,本科,40000.0
开发工程师,成都,无需经验,硕士,13500.0
开发工程师,成都,无需经验,硕士,13500.0
其他,成都,在校生\/应届生,本科,12083.333333333334
测试,成都,3-4年经验,本科,14166.666666666668
开发工程师,成都,无需经验,硕士,13333.333333333334
其他,厦门,1年经验,本科,7000.0
产品经理,深圳,3-4年经验,大专,15000.0
运维,深圳,5-7年经验,本科,25000.0
讲师,北京,5-7年经验,本科,37500.0
